{'loss': 0.6925, 'grad_norm': 4.35638427734375, 'learning_rate': 9.9e-07, 'epoch': 0.02}
 21%|██        | 3129/15000 [10:11<42:52,  4.61it/s]
 21%|██        | 3130/15000 [10:12<43:45,  4.52it/s]
 21%|██        | 3132/15000 [10:12<35:03,  5.64it/s]
 21%|██        | 3133/15000 [10:12<34:30,  5.73it/s]
 21%|██        | 3134/15000 [10:12<33:52,  5.84it/s]
 21%|██        | 3135/15000 [10:12<34:53,  5.67it/s]
 21%|██        | 3136/15000 [10:12<33:05,  5.97it/s]
 21%|██        | 3137/15000 [10:13<31:45,  6.23it/s]
 21%|██        | 3138/15000 [10:13<35:50,  5.52it/s]
 21%|██        | 3139/15000 [10:13<38:41,  5.11it/s]
 21%|██        | 3140/15000 [10:13<38:09,  5.18it/s]
 21%|██        | 3141/15000 [10:13<38:12,  5.17it/s]
 21%|██        | 3142/15000 [10:14<40:11,  4.92it/s]
 21%|██        | 3143/15000 [10:14<36:45,  5.38it/s]
 21%|██        | 3144/15000 [10:14<39:40,  4.98it/s]
 21%|██        | 3145/15000 [10:14<34:52,  5.67it/s]
 21%|██        | 3146/15000 [10:14<37:13,  5.31it/s]
 21%|██        | 3147/15000 [10:15<36:28,  5.42it/s]
 21%|██        | 3148/15000 [10:15<38:19,  5.15it/s]
 21%|██        | 3149/15000 [10:15<40:32,  4.87it/s]
 21%|██        | 3150/15000 [10:15<42:05,  4.69it/s]
 21%|██        | 3151/15000 [10:15<41:32,  4.75it/s]
 21%|██        | 3152/15000 [10:16<35:48,  5.52it/s]
 21%|██        | 3153/15000 [10:16<38:45,  5.09it/s]
 21%|██        | 3154/15000 [10:16<40:50,  4.83it/s]
 21%|██        | 3155/15000 [10:16<42:28,  4.65it/s]
 21%|██        | 3156/15000 [10:16<40:06,  4.92it/s]
 21%|██        | 3157/15000 [10:17<40:54,  4.83it/s]
 21%|██        | 3158/15000 [10:17<42:15,  4.67it/s]
 21%|██        | 3159/15000 [10:17<36:33,  5.40it/s]
 21%|██        | 3160/15000 [10:17<39:18,  5.02it/s]
 21%|██        | 3161/15000 [10:17<39:01,  5.06it/s]
 21%|██        | 3162/15000 [10:18<40:54,  4.82it/s]
 21%|██        | 3163/15000 [10:18<40:17,  4.90it/s]
 21%|██        | 3164/15000 [10:18<41:50,  4.71it/s]
 21%|██        | 3165/15000 [10:18<38:42,  5.10it/s]
 21%|██        | 3166/15000 [10:18<36:38,  5.38it/s]
 21%|██        | 3167/15000 [10:19<39:21,  5.01it/s]
 21%|██        | 3168/15000 [10:19<39:11,  5.03it/s]
 21%|██        | 3169/15000 [10:19<41:11,  4.79it/s]
 21%|██        | 3170/15000 [10:19<42:36,  4.63it/s]
 21%|██        | 3171/15000 [10:20<42:49,  4.60it/s]
 21%|██        | 3172/15000 [10:20<43:42,  4.51it/s]
 21%|██        | 3173/15000 [10:20<40:37,  4.85it/s]
 21%|██        | 3174/15000 [10:20<37:55,  5.20it/s]
 21%|██        | 3175/15000 [10:20<40:12,  4.90it/s]
 21%|██        | 3176/15000 [10:21<41:53,  4.70it/s]
 21%|██        | 3177/15000 [10:21<38:03,  5.18it/s]
 21%|██        | 3178/15000 [10:21<40:22,  4.88it/s]
 21%|██        | 3179/15000 [10:21<42:07,  4.68it/s]
 21%|██        | 3180/15000 [10:21<43:10,  4.56it/s]
 21%|██        | 3181/15000 [10:22<43:51,  4.49it/s]
 21%|██        | 3182/15000 [10:22<37:47,  5.21it/s]
 21%|██        | 3183/15000 [10:22<40:06,  4.91it/s]
 21%|██        | 3184/15000 [10:22<41:47,  4.71it/s]
 21%|██        | 3185/15000 [10:22<38:34,  5.10it/s]
 21%|██        | 3186/15000 [10:22<35:16,  5.58it/s]
 21%|██        | 3187/15000 [10:23<38:19,  5.14it/s]
 21%|██▏       | 3188/15000 [10:23<40:28,  4.86it/s]
 21%|██▏       | 3189/15000 [10:23<42:03,  4.68it/s]
 21%|██▏       | 3190/15000 [10:23<43:04,  4.57it/s]
 21%|██▏       | 3191/15000 [10:24<43:47,  4.49it/s]
 21%|██▏       | 3192/15000 [10:24<41:45,  4.71it/s]
 21%|██▏       | 3193/15000 [10:24<42:49,  4.60it/s]
 21%|██▏       | 3194/15000 [10:24<36:58,  5.32it/s]
 21%|██▏       | 3195/15000 [10:24<39:32,  4.98it/s]
 21%|██▏       | 3196/15000 [10:25<41:06,  4.79it/s]
 21%|██▏       | 3197/15000 [10:25<38:32,  5.10it/s]
 21%|██▏       | 3198/15000 [10:25<40:39,  4.84it/s]
 21%|██▏       | 3199/15000 [10:25<41:58,  4.69it/s]
 21%|██▏       | 3200/15000 [10:26<43:02,  4.57it/s]
                                                    

 21%|██▏       | 3200/15000 [10:26<43:02,  4.57it/s]
 21%|██▏       | 3201/15000 [10:26<43:48,  4.49it/s]
 21%|██▏       | 3202/15000 [10:26<44:18,  4.44it/s]
 21%|██▏       | 3203/15000 [10:26<42:13,  4.66it/s]
 21%|██▏       | 3204/15000 [10:26<43:18,  4.54it/s]
 21%|██▏       | 3205/15000 [10:27<39:03,  5.03it/s]
 21%|██▏       | 3206/15000 [10:27<35:49,  5.49it/s]
 21%|██▏       | 3207/15000 [10:27<38:44,  5.07it/s]
 21%|██▏       | 3208/15000 [10:27<33:32,  5.86it/s]
 21%|██▏       | 3209/15000 [10:27<34:45,  5.66it/s]
 21%|██▏       | 3210/15000 [10:27<33:43,  5.83it/s]
 21%|██▏       | 3211/15000 [10:28<33:03,  5.94it/s]
 21%|██▏       | 3212/15000 [10:28<35:03,  5.61it/s]
 21%|██▏       | 3213/15000 [10:28<31:44,  6.19it/s]
 21%|██▏       | 3214/15000 [10:28<35:54,  5.47it/s]
 21%|██▏       | 3215/15000 [10:28<38:45,  5.07it/s]
 21%|██▏       | 3216/15000 [10:28<37:23,  5.25it/s]
 21%|██▏       | 3217/15000 [10:29<39:50,  4.93it/s]
 21%|██▏       | 3218/15000 [10:29<35:03,  5.60it/s]
 21%|██▏       | 3219/15000 [10:29<38:13,  5.14it/s]
 21%|██▏       | 3220/15000 [10:29<36:59,  5.31it/s]
 21%|██▏       | 3221/15000 [10:29<39:35,  4.96it/s]
 21%|██▏       | 3222/15000 [10:30<39:03,  5.03it/s]
 21%|██▏       | 3223/15000 [10:30<39:07,  5.02it/s]
 21%|██▏       | 3224/15000 [10:30<40:59,  4.79it/s]
 22%|██▏       | 3225/15000 [10:30<39:53,  4.92it/s]
 22%|██▏       | 3226/15000 [10:31<41:34,  4.72it/s]
 22%|██▏       | 3227/15000 [10:31<39:10,  5.01it/s]
 22%|██▏       | 3228/15000 [10:31<37:45,  5.20it/s]
 22%|██▏       | 3229/15000 [10:31<39:58,  4.91it/s]
 22%|██▏       | 3230/15000 [10:31<36:44,  5.34it/s]
 22%|██▏       | 3231/15000 [10:31<34:13,  5.73it/s]
 22%|██▏       | 3232/15000 [10:32<32:29,  6.04it/s]
 22%|██▏       | 3233/15000 [10:32<33:44,  5.81it/s]
 22%|██▏       | 3234/15000 [10:32<36:59,  5.30it/s]
 22%|██▏       | 3235/15000 [10:32<38:46,  5.06it/s]
 22%|██▏       | 3236/15000 [10:32<36:50,  5.32it/s]
 22%|██▏       | 3237/15000 [10:33<39:26,  4.97it/s]
 22%|██▏       | 3238/15000 [10:33<41:14,  4.75it/s]
 22%|██▏       | 3239/15000 [10:33<36:48,  5.33it/s]
 22%|██▏       | 3240/15000 [10:33<39:24,  4.97it/s]
 22%|██▏       | 3241/15000 [10:33<40:55,  4.79it/s]
 22%|██▏       | 3242/15000 [10:34<37:17,  5.26it/s]
 22%|██▏       | 3243/15000 [10:34<39:43,  4.93it/s]
 22%|██▏       | 3244/15000 [10:34<39:19,  4.98it/s]
 22%|██▏       | 3245/15000 [10:34<37:48,  5.18it/s]
 22%|██▏       | 3246/15000 [10:34<35:14,  5.56it/s]
 22%|██▏       | 3247/15000 [10:35<38:14,  5.12it/s]
 22%|██▏       | 3248/15000 [10:35<40:19,  4.86it/s]
 22%|██▏       | 3249/15000 [10:35<35:25,  5.53it/s]
 22%|██▏       | 3250/15000 [10:35<35:55,  5.45it/s]
 22%|██▏       | 3251/15000 [10:35<35:02,  5.59it/s]
 22%|██▏       | 3252/15000 [10:35<35:46,  5.47it/s]
 22%|██▏       | 3253/15000 [10:36<38:40,  5.06it/s]
 22%|██▏       | 3254/15000 [10:36<34:11,  5.73it/s]
 22%|██▏       | 3255/15000 [10:36<35:21,  5.54it/s]
 22%|██▏       | 3256/15000 [10:36<34:51,  5.61it/s]
 22%|██▏       | 3257/15000 [10:36<33:02,  5.92it/s]
 22%|██▏       | 3258/15000 [10:36<32:56,  5.94it/s]
 22%|██▏       | 3259/15000 [10:37<29:57,  6.53it/s]
 22%|██▏       | 3260/15000 [10:37<30:26,  6.43it/s]
 22%|██▏       | 3261/15000 [10:37<30:59,  6.31it/s]
 22%|██▏       | 3262/15000 [10:37<28:20,  6.90it/s]
 22%|██▏       | 3263/15000 [10:37<33:26,  5.85it/s]
 22%|██▏       | 3264/15000 [10:37<36:59,  5.29it/s]
 22%|██▏       | 3265/15000 [10:38<36:07,  5.41it/s]
 22%|██▏       | 3266/15000 [10:38<32:20,  6.05it/s]
 22%|██▏       | 3267/15000 [10:38<30:38,  6.38it/s]
 22%|██▏       | 3268/15000 [10:38<35:03,  5.58it/s]
 22%|██▏       | 3269/15000 [10:38<35:35,  5.49it/s]
 22%|██▏       | 3270/15000 [10:39<38:33,  5.07it/s]
 22%|██▏       | 3271/15000 [10:39<34:49,  5.61it/s]
 22%|██▏       | 3272/15000 [10:39<34:17,  5.70it/s]
 22%|██▏       | 3273/15000 [10:39<31:08,  6.28it/s]
 22%|██▏       | 3274/15000 [10:39<35:19,  5.53it/s]
 22%|██▏       | 3275/15000 [10:39<34:43,  5.63it/s]
 22%|██▏       | 3276/15000 [10:40<37:47,  5.17it/s]
 22%|██▏       | 3277/15000 [10:40<32:52,  5.94it/s]
 22%|██▏       | 3278/15000 [10:40<36:03,  5.42it/s]
 22%|██▏       | 3279/15000 [10:40<32:17,  6.05it/s]
 22%|██▏       | 3280/15000 [10:40<30:23,  6.43it/s]
 22%|██▏       | 3281/15000 [10:40<34:49,  5.61it/s]
 22%|██▏       | 3282/15000 [10:41<33:39,  5.80it/s]
 22%|██▏       | 3283/15000 [10:41<32:11,  6.07it/s]
 22%|██▏       | 3284/15000 [10:41<33:55,  5.76it/s]
 22%|██▏       | 3285/15000 [10:41<31:37,  6.17it/s]
 22%|██▏       | 3286/15000 [10:41<35:41,  5.47it/s]
 22%|██▏       | 3287/15000 [10:42<38:34,  5.06it/s]
 22%|██▏       | 3288/15000 [10:42<40:32,  4.81it/s]
 22%|██▏       | 3289/15000 [10:42<41:58,  4.65it/s]
 22%|██▏       | 3290/15000 [10:42<37:51,  5.16it/s]
 22%|██▏       | 3291/15000 [10:42<40:03,  4.87it/s]
 22%|██▏       | 3292/15000 [10:43<41:36,  4.69it/s]
 22%|██▏       | 3293/15000 [10:43<42:40,  4.57it/s]
 22%|██▏       | 3294/15000 [10:43<43:22,  4.50it/s]
 22%|██▏       | 3295/15000 [10:43<37:16,  5.23it/s]
 22%|██▏       | 3296/15000 [10:43<39:41,  4.91it/s]
 22%|██▏       | 3297/15000 [10:44<41:18,  4.72it/s]
 22%|██▏       | 3298/15000 [10:44<40:04,  4.87it/s]
 22%|██▏       | 3299/15000 [10:44<41:38,  4.68it/s]
 22%|██▏       | 3300/15000 [10:44<42:41,  4.57it/s]
                                                    

 22%|██▏       | 3300/15000 [10:44<42:41,  4.57it/s]
 22%|██▏       | 3301/15000 [10:45<43:34,  4.47it/s]
 22%|██▏       | 3302/15000 [10:45<44:03,  4.43it/s]
 22%|██▏       | 3303/15000 [10:45<44:21,  4.40it/s]
 22%|██▏       | 3304/15000 [10:45<39:44,  4.90it/s]
 22%|██▏       | 3305/15000 [10:45<41:21,  4.71it/s]
 22%|██▏       | 3306/15000 [10:46<42:28,  4.59it/s]
 22%|██▏       | 3308/15000 [10:46<37:15,  5.23it/s]
 22%|██▏       | 3309/15000 [10:46<39:11,  4.97it/s]
 22%|██▏       | 3310/15000 [10:46<40:42,  4.79it/s]
 22%|██▏       | 3311/15000 [10:47<39:39,  4.91it/s]
 22%|██▏       | 3312/15000 [10:47<35:07,  5.55it/s]
 22%|██▏       | 3313/15000 [10:47<32:24,  6.01it/s]
 22%|██▏       | 3314/15000 [10:47<36:11,  5.38it/s]
 22%|██▏       | 3315/15000 [10:47<38:40,  5.04it/s]
 22%|██▏       | 3316/15000 [10:47<33:29,  5.82it/s]
 22%|██▏       | 3317/15000 [10:48<31:55,  6.10it/s]
 22%|██▏       | 3318/15000 [10:48<34:04,  5.71it/s]
 22%|██▏       | 3319/15000 [10:48<30:32,  6.38it/s]
 22%|██▏       | 3320/15000 [10:48<34:53,  5.58it/s]
 22%|██▏       | 3321/15000 [10:48<36:08,  5.39it/s]
 22%|██▏       | 3322/15000 [10:48<33:11,  5.86it/s]
 22%|██▏       | 3323/15000 [10:49<36:45,  5.29it/s]
 22%|██▏       | 3324/15000 [10:49<39:09,  4.97it/s]
 22%|██▏       | 3325/15000 [10:49<36:13,  5.37it/s]
 22%|██▏       | 3326/15000 [10:49<32:14,  6.03it/s]
 22%|██▏       | 3327/15000 [10:49<36:04,  5.39it/s]
 22%|██▏       | 3328/15000 [10:50<38:55,  5.00it/s]
 22%|██▏       | 3329/15000 [10:50<36:49,  5.28it/s]
 22%|██▏       | 3330/15000 [10:50<32:22,  6.01it/s]
 22%|██▏       | 3331/15000 [10:50<34:28,  5.64it/s]
 22%|██▏       | 3332/15000 [10:50<31:11,  6.23it/s]
 22%|██▏       | 3333/15000 [10:50<35:20,  5.50it/s]
 22%|██▏       | 3334/15000 [10:51<34:58,  5.56it/s]
 22%|██▏       | 3335/15000 [10:51<32:56,  5.90it/s]
 22%|██▏       | 3336/15000 [10:51<36:36,  5.31it/s]
 22%|██▏       | 3337/15000 [10:51<39:11,  4.96it/s]
 22%|██▏       | 3338/15000 [10:52<40:57,  4.75it/s]
 22%|██▏       | 3339/15000 [10:52<42:07,  4.61it/s]
 22%|██▏       | 3340/15000 [10:52<43:00,  4.52it/s]
 22%|██▏       | 3341/15000 [10:52<43:38,  4.45it/s]
 22%|██▏       | 3342/15000 [10:52<44:00,  4.42it/s]
 22%|██▏       | 3343/15000 [10:53<37:07,  5.23it/s]
 22%|██▏       | 3344/15000 [10:53<38:34,  5.04it/s]
 22%|██▏       | 3345/15000 [10:53<37:02,  5.24it/s]
 22%|██▏       | 3346/15000 [10:53<35:34,  5.46it/s]
 22%|██▏       | 3347/15000 [10:53<38:26,  5.05it/s]
 22%|██▏       | 3348/15000 [10:54<40:24,  4.80it/s]
 22%|██▏       | 3349/15000 [10:54<41:46,  4.65it/s]
 22%|██▏       | 3350/15000 [10:54<42:39,  4.55it/s]
 22%|██▏       | 3351/15000 [10:54<40:58,  4.74it/s]
 22%|██▏       | 3352/15000 [10:54<35:44,  5.43it/s]
 22%|██▏       | 3353/15000 [10:55<38:30,  5.04it/s]
 22%|██▏       | 3354/15000 [10:55<36:53,  5.26it/s]
 22%|██▏       | 3355/15000 [10:55<39:18,  4.94it/s]
 22%|██▏       | 3356/15000 [10:55<41:12,  4.71it/s]
 22%|██▏       | 3357/15000 [10:55<39:37,  4.90it/s]
 22%|██▏       | 3358/15000 [10:56<41:12,  4.71it/s]
 22%|██▏       | 3359/15000 [10:56<42:25,  4.57it/s]
 22%|██▏       | 3360/15000 [10:56<43:12,  4.49it/s]
 22%|██▏       | 3361/15000 [10:56<43:40,  4.44it/s]
 22%|██▏       | 3362/15000 [10:56<38:15,  5.07it/s]
 22%|██▏       | 3363/15000 [10:57<37:00,  5.24it/s]
 22%|██▏       | 3364/15000 [10:57<39:20,  4.93it/s]
 22%|██▏       | 3365/15000 [10:57<40:59,  4.73it/s]
 22%|██▏       | 3366/15000 [10:57<38:48,  5.00it/s]
 22%|██▏       | 3368/15000 [10:58<35:53,  5.40it/s]
 22%|██▏       | 3369/15000 [10:58<38:02,  5.10it/s]
 22%|██▏       | 3370/15000 [10:58<39:49,  4.87it/s]
 22%|██▏       | 3371/15000 [10:58<39:37,  4.89it/s]
 22%|██▏       | 3372/15000 [10:58<39:25,  4.92it/s]
 22%|██▏       | 3373/15000 [10:59<40:23,  4.80it/s]
 22%|██▏       | 3374/15000 [10:59<40:00,  4.84it/s]
 22%|██▎       | 3375/15000 [10:59<41:27,  4.67it/s]
 23%|██▎       | 3376/15000 [10:59<42:28,  4.56it/s]
 23%|██▎       | 3377/15000 [11:00<43:13,  4.48it/s]
 23%|██▎       | 3378/15000 [11:00<43:42,  4.43it/s]
 23%|██▎       | 3379/15000 [11:00<39:53,  4.86it/s]
 23%|██▎       | 3380/15000 [11:00<40:23,  4.79it/s]
 23%|██▎       | 3381/15000 [11:00<41:42,  4.64it/s]
 23%|██▎       | 3382/15000 [11:01<42:40,  4.54it/s]
 23%|██▎       | 3383/15000 [11:01<40:57,  4.73it/s]
 23%|██▎       | 3384/15000 [11:01<42:11,  4.59it/s]
 23%|██▎       | 3385/15000 [11:01<40:31,  4.78it/s]
 23%|██▎       | 3386/15000 [11:01<41:52,  4.62it/s]
 23%|██▎       | 3387/15000 [11:02<42:42,  4.53it/s]
 23%|██▎       | 3388/15000 [11:02<36:24,  5.32it/s]
 23%|██▎       | 3389/15000 [11:02<38:20,  5.05it/s]
 23%|██▎       | 3390/15000 [11:02<38:30,  5.02it/s]
 23%|██▎       | 3391/15000 [11:02<40:25,  4.79it/s]
 23%|██▎       | 3392/15000 [11:03<37:36,  5.14it/s]
 23%|██▎       | 3393/15000 [11:03<39:46,  4.86it/s]
 23%|██▎       | 3394/15000 [11:03<33:54,  5.70it/s]
 23%|██▎       | 3395/15000 [11:03<36:57,  5.23it/s]
 23%|██▎       | 3397/15000 [11:04<34:30,  5.60it/s]
 23%|██▎       | 3398/15000 [11:04<34:02,  5.68it/s]
 23%|██▎       | 3399/15000 [11:04<36:51,  5.25it/s]
 23%|██▎       | 3400/15000 [11:04<39:00,  4.96it/s]
                                                    

 23%|██▎       | 3400/15000 [11:04<39:00,  4.96it/s]
 23%|██▎       | 3401/15000 [11:04<38:17,  5.05it/s]
 23%|██▎       | 3402/15000 [11:05<40:10,  4.81it/s]
 23%|██▎       | 3403/15000 [11:05<41:30,  4.66it/s]
 23%|██▎       | 3404/15000 [11:05<36:49,  5.25it/s]
 23%|██▎       | 3405/15000 [11:05<35:25,  5.45it/s]
 23%|██▎       | 3406/15000 [11:05<38:10,  5.06it/s]
 23%|██▎       | 3407/15000 [11:06<39:06,  4.94it/s]
 23%|██▎       | 3408/15000 [11:06<38:48,  4.98it/s]
 23%|██▎       | 3409/15000 [11:06<40:35,  4.76it/s]
 23%|██▎       | 3410/15000 [11:06<41:51,  4.62it/s]
 23%|██▎       | 3411/15000 [11:06<39:07,  4.94it/s]
 23%|██▎       | 3412/15000 [11:07<40:50,  4.73it/s]
 23%|██▎       | 3413/15000 [11:07<41:58,  4.60it/s]
 23%|██▎       | 3414/15000 [11:07<37:54,  5.09it/s]
 23%|██▎       | 3415/15000 [11:07<32:22,  5.96it/s]
 23%|██▎       | 3416/15000 [11:07<32:12,  5.99it/s]
 23%|██▎       | 3417/15000 [11:08<35:58,  5.37it/s]
 23%|██▎       | 3418/15000 [11:08<38:35,  5.00it/s]
 23%|██▎       | 3419/15000 [11:08<39:52,  4.84it/s]
 23%|██▎       | 3420/15000 [11:08<41:18,  4.67it/s]
 23%|██▎       | 3421/15000 [11:08<42:17,  4.56it/s]
 23%|██▎       | 3422/15000 [11:09<39:40,  4.86it/s]
 23%|██▎       | 3423/15000 [11:09<39:03,  4.94it/s]
 23%|██▎       | 3424/15000 [11:09<40:37,  4.75it/s]
 23%|██▎       | 3425/15000 [11:09<41:34,  4.64it/s]
 23%|██▎       | 3427/15000 [11:10<37:03,  5.21it/s]
 23%|██▎       | 3428/15000 [11:10<34:04,  5.66it/s]
 23%|██▎       | 3429/15000 [11:10<31:46,  6.07it/s]
 23%|██▎       | 3430/15000 [11:10<30:41,  6.28it/s]
 23%|██▎       | 3431/15000 [11:10<34:33,  5.58it/s]
 23%|██▎       | 3432/15000 [11:10<34:10,  5.64it/s]
 23%|██▎       | 3433/15000 [11:11<37:10,  5.18it/s]
 23%|██▎       | 3434/15000 [11:11<36:00,  5.35it/s]
 23%|██▎       | 3435/15000 [11:11<36:51,  5.23it/s]
 23%|██▎       | 3436/15000 [11:11<34:12,  5.63it/s]
 23%|██▎       | 3437/15000 [11:11<37:16,  5.17it/s]
 23%|██▎       | 3438/15000 [11:12<35:57,  5.36it/s]
 23%|██▎       | 3439/15000 [11:12<38:35,  4.99it/s]
 23%|██▎       | 3440/15000 [11:12<40:25,  4.77it/s]
 23%|██▎       | 3441/15000 [11:12<35:19,  5.45it/s]
 23%|██▎       | 3442/15000 [11:12<31:17,  6.16it/s]
 23%|██▎       | 3443/15000 [11:12<35:26,  5.43it/s]
 23%|██▎       | 3444/15000 [11:13<38:08,  5.05it/s]
 23%|██▎       | 3445/15000 [11:13<40:04,  4.80it/s]
 23%|██▎       | 3446/15000 [11:13<41:24,  4.65it/s]
 23%|██▎       | 3447/15000 [11:13<37:30,  5.13it/s]
 23%|██▎       | 3448/15000 [11:13<37:14,  5.17it/s]
 23%|██▎       | 3449/15000 [11:14<39:24,  4.88it/s]
 23%|██▎       | 3450/15000 [11:14<37:38,  5.11it/s]
 23%|██▎       | 3451/15000 [11:14<34:14,  5.62it/s]
 23%|██▎       | 3452/15000 [11:14<37:22,  5.15it/s]
 23%|██▎       | 3453/15000 [11:15<39:31,  4.87it/s]
 23%|██▎       | 3454/15000 [11:15<41:01,  4.69it/s]
 23%|██▎       | 3455/15000 [11:15<36:36,  5.26it/s]
 23%|██▎       | 3456/15000 [11:15<38:56,  4.94it/s]
 23%|██▎       | 3457/15000 [11:15<35:19,  5.45it/s]
 23%|██▎       | 3458/15000 [11:15<34:25,  5.59it/s]
 23%|██▎       | 3459/15000 [11:16<37:29,  5.13it/s]
 23%|██▎       | 3460/15000 [11:16<39:34,  4.86it/s]
 23%|██▎       | 3461/15000 [11:16<35:17,  5.45it/s]
 23%|██▎       | 3462/15000 [11:16<34:11,  5.62it/s]
 23%|██▎       | 3463/15000 [11:16<33:41,  5.71it/s]
 23%|██▎       | 3464/15000 [11:17<36:38,  5.25it/s]
 23%|██▎       | 3465/15000 [11:17<32:08,  5.98it/s]
 23%|██▎       | 3466/15000 [11:17<31:42,  6.06it/s]
 23%|██▎       | 3467/15000 [11:17<28:30,  6.74it/s]
 23%|██▎       | 3468/15000 [11:17<33:19,  5.77it/s]
 23%|██▎       | 3469/15000 [11:17<36:42,  5.24it/s]
 23%|██▎       | 3470/15000 [11:18<39:02,  4.92it/s]
 23%|██▎       | 3471/15000 [11:18<38:25,  5.00it/s]
 23%|██▎       | 3472/15000 [11:18<40:14,  4.77it/s]
 23%|██▎       | 3473/15000 [11:18<41:27,  4.63it/s]
 23%|██▎       | 3474/15000 [11:19<42:23,  4.53it/s]
 23%|██▎       | 3475/15000 [11:19<43:01,  4.46it/s]
 23%|██▎       | 3476/15000 [11:19<43:28,  4.42it/s]
 23%|██▎       | 3477/15000 [11:19<43:07,  4.45it/s]
 23%|██▎       | 3478/15000 [11:19<42:41,  4.50it/s]
 23%|██▎       | 3479/15000 [11:20<43:25,  4.42it/s]
 23%|██▎       | 3480/15000 [11:20<43:33,  4.41it/s]
 23%|██▎       | 3481/15000 [11:20<41:52,  4.59it/s]
 23%|██▎       | 3482/15000 [11:20<39:06,  4.91it/s]
 23%|██▎       | 3483/15000 [11:20<40:44,  4.71it/s]
 23%|██▎       | 3484/15000 [11:21<35:16,  5.44it/s]
 23%|██▎       | 3485/15000 [11:21<38:01,  5.05it/s]
 23%|██▎       | 3486/15000 [11:21<39:58,  4.80it/s]
 23%|██▎       | 3487/15000 [11:21<41:17,  4.65it/s]
 23%|██▎       | 3488/15000 [11:21<36:45,  5.22it/s]
 23%|██▎       | 3489/15000 [11:22<38:45,  4.95it/s]
 23%|██▎       | 3490/15000 [11:22<34:38,  5.54it/s]
 23%|██▎       | 3491/15000 [11:22<35:33,  5.39it/s]
 23%|██▎       | 3492/15000 [11:22<34:19,  5.59it/s]
 23%|██▎       | 3493/15000 [11:22<37:19,  5.14it/s]
 23%|██▎       | 3494/15000 [11:23<33:18,  5.76it/s]
 23%|██▎       | 3495/15000 [11:23<30:52,  6.21it/s]
 23%|██▎       | 3496/15000 [11:23<30:50,  6.22it/s]
 23%|██▎       | 3497/15000 [11:23<29:33,  6.49it/s]
 23%|██▎       | 3498/15000 [11:23<27:36,  6.94it/s]
 23%|██▎       | 3499/15000 [11:23<32:41,  5.86it/s]
 23%|██▎       | 3500/15000 [11:24<36:11,  5.30it/s]
                                                    

 23%|██▎       | 3500/15000 [11:24<36:11,  5.30it/s]
 23%|██▎       | 3501/15000 [11:24<38:22,  4.99it/s]
 23%|██▎       | 3502/15000 [11:24<39:32,  4.85it/s]
 23%|██▎       | 3503/15000 [11:24<40:59,  4.67it/s]
 23%|██▎       | 3504/15000 [11:24<41:59,  4.56it/s]
 23%|██▎       | 3505/15000 [11:25<37:13,  5.15it/s]
 23%|██▎       | 3506/15000 [11:25<33:37,  5.70it/s]
 23%|██▎       | 3507/15000 [11:25<36:16,  5.28it/s]
 23%|██▎       | 3508/15000 [11:25<33:37,  5.70it/s]
 23%|██▎       | 3509/15000 [11:25<30:00,  6.38it/s]
 23%|██▎       | 3510/15000 [11:25<34:17,  5.58it/s]
 23%|██▎       | 3511/15000 [11:26<33:32,  5.71it/s]
 23%|██▎       | 3512/15000 [11:26<36:46,  5.21it/s]
 23%|██▎       | 3513/15000 [11:26<37:19,  5.13it/s]
 23%|██▎       | 3514/15000 [11:26<39:34,  4.84it/s]
 23%|██▎       | 3515/15000 [11:26<41:03,  4.66it/s]
 23%|██▎       | 3516/15000 [11:27<41:57,  4.56it/s]
 23%|██▎       | 3517/15000 [11:27<35:36,  5.37it/s]
 23%|██▎       | 3518/15000 [11:27<38:15,  5.00it/s]
 23%|██▎       | 3519/15000 [11:27<40:04,  4.77it/s]
 23%|██▎       | 3520/15000 [11:28<40:47,  4.69it/s]
 23%|██▎       | 3521/15000 [11:28<41:52,  4.57it/s]
 23%|██▎       | 3522/15000 [11:28<42:33,  4.50it/s]
 23%|██▎       | 3523/15000 [11:28<43:05,  4.44it/s]
 23%|██▎       | 3524/15000 [11:28<43:23,  4.41it/s]
 24%|██▎       | 3525/15000 [11:29<38:14,  5.00it/s]
 24%|██▎       | 3526/15000 [11:29<40:00,  4.78it/s]
 24%|██▎       | 3527/15000 [11:29<37:27,  5.10it/s]
 24%|██▎       | 3528/15000 [11:29<36:10,  5.29it/s]
 24%|██▎       | 3529/15000 [11:29<33:04,  5.78it/s]
 24%|██▎       | 3530/15000 [11:29<33:52,  5.64it/s]
 24%|██▎       | 3532/15000 [11:30<32:45,  5.84it/s]
 24%|██▎       | 3533/15000 [11:30<35:34,  5.37it/s]
 24%|██▎       | 3534/15000 [11:30<37:15,  5.13it/s]
 24%|██▎       | 3535/15000 [11:30<39:10,  4.88it/s]
 24%|██▎       | 3536/15000 [11:31<40:31,  4.71it/s]
 24%|██▎       | 3537/15000 [11:31<37:45,  5.06it/s]
 24%|██▎       | 3538/15000 [11:31<39:37,  4.82it/s]
 24%|██▎       | 3539/15000 [11:31<40:59,  4.66it/s]
 24%|██▎       | 3540/15000 [11:32<41:57,  4.55it/s]
 24%|██▎       | 3541/15000 [11:32<36:55,  5.17it/s]
 24%|██▎       | 3542/15000 [11:32<38:36,  4.95it/s]
