id,sentiment,true_label
15701,0,1
2858,1,1
16925,0,1
24003,1,1
29651,1,1
27018,0,0
5256,1,1
3685,1,1
26618,0,0
14332,0,0
20615,1,1
3916,1,1
18104,0,0
21543,1,1
5881,1,1
22368,1,1
19730,1,1
25425,1,1
20626,1,1
22984,1,1
17081,0,0
13874,1,1
11662,1,1
9947,0,1
8883,1,0
1750,1,1
3342,0,0
8005,1,1
28675,1,1
7707,1,0
20259,1,0
23367,1,1
192,1,1
23979,1,1
15031,0,0
1765,1,0
8515,0,0
8133,0,0
28515,1,0
17088,0,0
29765,1,1
8314,1,1
16952,0,0
14353,1,1
10999,0,0
12017,1,1
7062,0,0
26705,1,1
12378,0,1
22350,1,1
27678,0,1
730,1,1
8001,0,0
23359,0,1
16150,0,0
17629,0,0
11749,0,0
25103,0,0
21319,0,0
4821,1,1
21864,0,0
16444,1,1
18313,0,0
13885,0,0
9896,0,0
14565,1,1
19584,1,1
9742,0,0
25694,0,0
9399,0,0
27916,0,0
13317,1,1
17721,0,0
13869,1,1
11956,1,1
19402,0,0
20374,0,0
14083,0,0
23086,0,0
22231,1,1
16040,1,1
1092,0,0
15807,1,1
20771,1,1
25457,0,0
23982,1,1
3933,0,0
363,1,1
5313,1,1
2911,0,0
1452,1,1
1881,0,0
23483,1,1
7722,1,1
15699,1,1
12103,1,1
2,1,1
26311,1,1
21313,1,1
28568,0,0
2742,1,1
24278,0,0
25896,1,1
7685,0,0
29797,0,0
8613,1,0
5604,0,0
18093,0,0
27797,0,0
482,0,0
6876,1,1
17105,1,1
26773,0,0
28956,0,0
7801,1,1
10966,0,0
16435,1,1
15362,0,0
17589,1,1
10010,1,1
3594,0,0
28777,1,1
29854,1,1
28869,0,0
7464,0,1
26519,0,0
23184,1,1
16016,0,0
8363,1,1
16664,0,0
9258,1,1
15928,1,1
28262,0,0
24778,0,0
14553,0,0
9029,1,1
11916,0,0
20625,1,1
18612,0,1
23868,1,1
10020,0,0
25060,1,1
25167,0,0
5031,1,1
28151,0,0
6494,0,0
17100,0,0
5718,0,0
28811,0,0
9580,1,1
18000,1,1
5658,0,0
9267,1,1
12874,0,0
16090,1,1
20429,0,0
15301,0,0
8290,1,1
25581,1,1
12849,1,1
506,0,0
8231,1,1
8815,1,1
1156,1,1
23744,0,0
10292,1,1
13505,0,0
14,0,0
21622,1,1
8415,0,0
4782,1,1
12594,0,0
11074,1,1
18869,0,0
7887,0,0
29886,0,0
1369,0,0
29653,1,0
24369,1,1
21054,1,1
16566,1,1
513,1,1
22595,1,1
218,1,0
22592,0,0
69,1,1
21811,0,0
473,1,1
17469,0,0
29833,1,1
12156,0,0
18757,1,1
26844,1,1
29850,0,1
6150,0,0
29291,0,0
7313,0,0
1525,0,1
17627,1,1
9557,0,0
1151,0,0
13696,0,0
18347,1,1
10545,0,0
22587,1,1
5689,0,0
11706,1,1
16468,0,0
1860,0,0
27171,1,1
26850,0,0
16216,0,0
6438,1,0
21857,0,0
1233,1,1
14278,1,1
17428,1,1
23689,0,1
13706,0,0
18074,1,1
578,1,0
20896,0,0
29205,1,1
21945,1,1
3407,1,1
9876,0,0
27189,1,1
2391,0,0
17796,0,0
794,1,1
76,0,0
16755,1,1
14315,0,1
225,1,1
5178,0,1
28572,0,0
23764,1,1
13010,0,0
5057,0,0
18366,1,1
26350,1,1
449,0,0
28029,0,0
18826,1,1
21103,1,1
9260,1,0
11409,1,1
5397,0,0
29075,1,1
10943,1,1
15431,1,1
27935,1,1
23940,0,1
15110,1,1
8860,0,0
28090,1,1
10358,1,1
8600,0,0
27127,1,1
29934,0,0
25004,0,0
2273,0,0
20341,0,1
13484,0,0
3647,0,0
23395,1,1
26808,1,1
17508,1,0
15241,0,0
8656,1,1
2781,0,1
9472,0,0
2783,0,1
9619,0,0
14458,0,0
1450,1,1
6844,0,0
10909,1,1
17024,1,1
28321,1,0
22761,0,0
12295,0,0
7989,0,0
16551,0,0
20001,1,1
2249,0,0
5621,1,1
13229,0,1
24975,0,0
3904,0,0
15209,1,1
22435,1,1
20913,0,1
11757,1,1
2745,0,0
4207,0,0
20012,0,0
863,0,0
13489,0,0
4369,1,1
29202,1,1
5226,0,0
2572,1,1
18083,0,0
16907,1,1
28584,1,1
25063,0,0
29110,1,1
20279,0,0
11697,1,1
16861,0,0
26054,1,1
19087,1,1
10485,1,1
22686,0,0
7129,1,1
29258,1,1
19603,0,0
22382,0,0
15682,1,1
23785,0,0
11673,1,1
7473,1,1
22661,0,0
25156,1,1
15316,1,1
17268,0,0
22501,1,1
12471,0,0
18496,1,1
6164,1,1
215,1,1
23124,0,0
24756,1,1
13167,0,0
6911,0,0
2071,0,0
24246,1,1
25593,0,0
11283,1,1
15605,1,1
16174,1,1
12244,0,0
16026,0,0
28616,0,0
23511,1,1
5283,0,0
21978,1,1
22638,0,0
1807,0,0
29119,0,0
22651,1,1
20601,1,1
8996,1,1
7392,1,1
11287,1,1
11660,0,0
27561,1,1
28881,1,1
25300,1,1
9963,1,1
9821,1,1
21955,0,0
1136,0,0
26036,1,1
8931,1,1
27181,0,0
20512,1,1
13291,0,0
15703,0,0
3415,1,1
23368,0,0
21726,0,0
1348,1,1
25490,0,0
25375,0,0
9527,0,0
18860,1,1
29072,1,1
12775,1,1
25291,1,1
4914,0,0
22047,1,1
1236,1,1
11602,1,1
6314,1,1
3328,1,1
667,0,0
8679,0,1
13082,0,1
27420,1,1
18758,1,1
20650,1,1
27078,1,0
15011,0,0
1171,0,0
13861,0,0
3268,0,0
3867,1,1
26554,1,1
24666,0,0
20051,0,0
652,1,1
16427,1,1
24855,0,0
2606,1,1
29050,1,1
15763,0,1
13752,1,1
4339,1,1
17786,0,0
17993,0,1
25385,0,0
29881,1,1
19645,0,1
11875,0,0
21440,0,0
7239,0,0
4012,1,1
15903,1,1
26027,0,0
14344,0,0
13479,1,1
21975,0,0
5926,1,1
14817,0,0
7975,0,0
21499,0,0
13213,0,0
4909,1,1
9831,0,0
8739,1,1
16805,1,1
7560,0,0
17026,1,1
14815,1,1
6056,1,1
15851,0,0
26513,1,1
48,1,1
26338,1,0
10352,0,0
3560,1,1
15663,1,1
4033,1,0
19347,1,1
7443,0,0
8757,0,0
28031,0,1
9452,0,0
18034,0,0
22234,0,0
15079,0,1
21432,1,1
16560,0,0
11773,0,0
26264,0,0
2730,1,1
29611,1,1
19794,1,1
24770,1,0
13221,1,1
29715,1,1
29433,1,1
7297,0,0
22515,0,0
23321,1,1
24531,0,0
18483,0,0
2394,1,1
1795,0,0
25374,0,0
17956,1,1
5046,1,1
12323,0,0
14032,1,1
16272,0,0
17631,0,1
12965,1,1
16843,0,0
8773,0,0
23028,1,1
19254,1,1
12121,1,1
8910,1,1
16941,1,1
21676,1,1
29581,0,0
11515,0,1
12405,1,1
16496,1,1
7016,1,1
16225,0,0
29803,1,1
9686,1,0
10374,0,0
13491,1,1
28838,0,0
24162,0,0
16265,1,0
13106,1,1
26361,0,0
29900,0,0
26494,0,0
25361,0,0
22743,1,1
2590,0,0
25336,1,1
17019,0,1
2080,0,0
14740,0,0
3455,1,1
15575,1,1
17859,1,1
24199,0,0
20911,1,1
17506,0,1
275,0,0
17173,0,0
6143,0,0
17961,0,0
19488,0,0
25753,0,0
23396,0,0
2529,1,1
18799,0,0
5564,0,0
7009,0,1
9646,0,1
25165,0,0
19224,0,1
7859,1,1
17515,1,1
14104,0,0
1239,1,1
26129,1,1
21928,0,0
8862,1,1
25661,1,0
2997,0,1
21413,1,1
21968,0,0
15740,1,1
1638,1,1
5533,0,0
13251,0,0
8526,1,1
26379,1,1
23094,0,0
1684,0,1
25819,1,1
21539,1,1
8211,0,0
26324,1,1
2460,0,0
1412,1,1
28992,1,1
6136,1,1
15584,0,0
12155,0,0
212,1,1
19958,0,1
6756,1,1
29035,1,1
17371,1,1
29930,1,1
9288,0,0
10731,1,1
7437,1,1
5805,1,1
2295,1,1
3249,0,0
18900,1,1
9592,0,0
12543,1,1
1797,0,1
3738,0,0
12199,1,1
4837,0,0
22607,1,1
12806,1,1
4314,1,1
17417,1,0
4281,1,1
19661,0,0
25111,1,1
27450,0,0
9748,1,1
21102,1,1
15375,1,0
15140,0,0
26458,1,1
8241,1,1
20009,1,1
8088,0,1
234,1,1
22318,0,0
19784,0,0
22109,1,1
17168,0,0
2595,0,0
25261,1,1
8185,0,0
21068,1,1
20801,1,0
2301,0,0
16084,0,0
13080,0,1
7525,1,1
16170,1,0
7095,0,0
15083,0,0
17126,0,0
18382,1,0
7690,1,1
17250,1,1
8628,1,1
10405,1,1
12428,1,1
9276,1,1
7486,1,1
29735,1,1
3687,0,0
8531,1,1
23585,1,1
13454,1,0
22848,1,1
19284,1,1
29053,1,1
2841,1,1
2125,0,0
16716,1,1
6282,1,1
18512,0,0
695,1,1
14481,0,0
14697,0,0
11557,1,1
18989,1,1
6786,0,0
16518,0,1
4485,0,0
3676,1,1
19487,0,1
16132,0,0
3601,0,0
26560,0,0
23040,1,1
16369,1,1
28390,0,0
26676,1,1
12536,1,1
12297,1,1
18282,1,1
14294,0,0
28805,1,1
9974,0,0
26995,0,0
9335,0,0
2628,0,1
7034,0,0
18349,1,1
14524,0,1
10811,1,1
1653,0,0
29301,0,1
25841,1,1
18986,1,1
8177,1,1
24614,0,0
28609,1,1
414,0,0
27652,1,1
12211,1,1
1699,1,1
4823,1,1
11289,1,1
29033,1,1
15873,0,0
21358,1,1
17567,1,1
8450,0,0
28320,0,0
1930,0,0
19670,1,1
11614,1,1
21664,0,0
21754,1,1
26711,1,1
10435,0,0
15225,0,0
24715,0,0
14656,1,1
27976,1,1
22099,1,1
6511,0,0
18641,1,1
26303,1,1
8340,1,1
23493,0,0
11340,1,1
10102,1,1
21134,1,1
5252,1,1
19662,0,0
21574,0,1
19399,1,1
20422,0,0
642,1,0
16960,1,1
5244,1,1
15711,0,0
19320,0,0
14295,1,1
13394,0,1
21806,0,1
11634,1,1
18233,1,1
11013,1,0
2583,0,0
10968,0,0
29453,0,0
29864,1,1
27335,1,1
16054,1,1
8404,0,0
12070,0,0
17466,1,1
5232,0,0
21445,0,0
9195,1,1
3315,0,0
3966,1,1
223,1,1
25560,1,1
18975,1,1
29312,0,1
9755,1,1
25585,1,1
29790,0,0
12757,1,1
27290,0,0
5848,1,1
10103,0,0
12784,1,1
27618,1,1
26649,1,1
7408,0,0
15736,1,1
13719,1,1
21441,1,1
21395,1,1
20371,1,1
13985,0,0
24069,0,0
4529,1,1
21256,0,0
4232,0,0
3412,1,1
2367,0,0
19902,0,0
21666,0,0
10942,1,1
23035,0,1
26799,1,1
27155,0,0
27811,0,0
4175,0,0
7959,1,1
4204,1,1
10973,0,1
5087,1,1
3102,0,0
16601,0,0
11015,1,1
8718,1,0
9421,1,1
211,0,0
11685,1,1
1692,1,1
4627,0,0
25048,0,0
29777,0,0
7316,0,0
11540,1,1
6621,1,1
8219,0,0
11322,1,1
10964,1,1
12263,1,1
7470,0,0
17738,1,1
3044,0,1
18474,0,0
25558,0,0
7157,0,0
1449,0,0
25701,1,1
12974,0,0
1484,1,1
98,1,1
9525,0,0
26221,0,1
13709,1,1
26398,1,1
9544,1,1
23303,0,0
2684,1,1
19227,0,0
21615,0,0
11183,1,1
14809,0,0
24805,0,1
13844,1,1
24654,0,0
19316,0,0
5124,1,1
22525,0,0
14989,1,1
9689,1,1
7281,1,1
18953,1,1
28306,0,0
14947,1,1
22415,0,0
540,0,0
28723,1,1
3222,0,0
25932,1,1
13413,1,1
11082,0,0
27601,0,0
29023,0,1
5211,1,1
24268,0,0
12465,0,0
2222,1,1
19870,0,0
7629,1,1
23415,0,0
12985,1,1
7579,1,1
11176,1,1
12337,1,1
18518,0,0
28787,0,0
20828,1,1
19044,1,1
20365,0,0
20998,1,1
18037,1,1
25752,0,0
1251,1,1
16489,0,0
24184,1,1
1615,0,1
26849,1,0
27851,0,0
19443,0,0
29129,1,1
4955,0,0
17751,0,0
4576,1,1
29826,0,1
4742,1,0
25448,1,1
6252,1,1
5179,0,0
727,1,1
357,0,0
17291,1,1
20936,0,0
7883,0,0
2888,0,0
14364,0,1
23789,1,1
8280,1,1
570,0,0
5558,0,0
23348,1,1
26926,0,0
2537,1,1
16234,1,1
29158,0,0
14624,1,1
2642,1,1
27536,1,0
23437,0,0
16122,0,0
23308,0,0
6565,0,0
10250,0,0
29204,1,1
4133,0,1
20212,0,0
17747,1,1
13881,0,0
29225,0,0
2768,1,1
11918,1,1
17195,0,0
12099,1,1
11453,1,0
20840,1,1
7671,1,1
29768,0,0
17565,0,0
15381,1,1
17089,0,0
6372,0,0
16939,1,0
1244,0,1
12038,0,0
1441,1,1
15630,1,1
16439,1,1
28527,0,0
21924,1,1
10737,1,1
24793,0,0
9549,1,1
16337,0,0
20606,1,1
8466,0,0
25426,1,1
11218,0,0
7174,0,0
19215,1,1
23339,1,1
28952,0,0
15577,0,0
17753,1,1
9085,0,0
11492,1,1
12803,1,0
23702,1,1
25071,1,0
12394,0,0
23110,0,0
15891,1,1
3968,1,1
26135,1,1
25241,1,1
18012,1,1
6312,1,1
17369,1,1
25665,1,1
3648,0,0
17144,1,1
24103,1,0
16610,1,1
12353,1,1
2774,1,1
7126,1,1
20081,0,1
2480,1,1
11971,0,0
29474,0,0
12674,0,0
10990,1,1
22930,0,0
27574,1,1
25055,1,1
21633,0,1
20809,0,0
12464,0,0
29477,0,0
22536,1,1
3981,1,1
15289,0,0
22702,1,1
1576,0,0
3444,0,1
10327,0,0
23489,1,1
19813,0,0
17352,0,0
412,1,1
28347,0,0
826,0,0
18237,1,1
21065,1,1
16414,0,1
27786,0,0
29512,1,1
25003,1,1
7389,0,0
4677,0,0
20873,1,1
3884,0,0
29817,1,1
3215,0,0
29357,1,1
12011,0,0
9994,0,0
20350,1,1
10211,0,0
10712,1,1
15260,1,1
2412,0,0
25668,1,1
3216,0,0
29628,0,0
4283,1,1
24420,0,0
16804,0,0
16166,1,1
3663,1,1
4206,0,0
18254,1,1
15728,0,0
22503,1,1
3837,1,1
28403,0,1
3934,0,0
20211,1,1
27656,1,1
22904,1,1
19879,0,0
11230,1,1
6769,1,1
22130,1,1
13168,0,0
3538,1,1
2811,1,1
16454,1,1
21951,0,0
4457,1,1
16437,0,0
18188,0,0
27993,1,1
28240,0,0
1263,1,1
8090,1,1
16009,1,1
24983,1,1
27196,1,1
3764,0,0
16098,0,0
9047,1,1
3119,1,1
14816,0,0
9682,0,0
5840,0,1
21344,0,1
22747,0,0
9533,1,1
17616,0,1
26944,1,1
23387,1,0
27132,1,0
18348,0,0
15271,1,1
11627,1,1
18251,0,0
11258,0,0
9394,1,1
7938,1,1
4950,0,0
8318,1,1
19588,1,1
11999,0,0
27408,0,0
7511,0,0
8234,0,0
18170,0,0
10991,1,1
19646,0,0
27627,0,1
7278,1,0
2951,0,0
21171,1,1
23613,1,1
25646,1,1
9326,0,1
22337,0,0
1170,1,1
18129,1,1
15809,1,1
23587,0,0
14044,0,0
9714,1,0
26548,0,0
25203,1,1
16644,1,1
20663,1,1
2109,1,1
12870,1,1
22245,1,1
155,0,0
13277,1,0
18059,0,1
13703,1,1
26198,0,0
18011,1,1
28220,1,1
2630,1,1
21665,0,0
12479,0,0
14734,1,0
11830,0,0
7109,0,0
7820,1,1
1363,0,1
11684,1,1
24334,0,0
15058,1,1
20100,1,1
408,1,1
21212,1,1
1018,1,1
8131,1,1
116,0,0
23516,1,1
13516,0,0
22124,0,0
22576,0,0
20144,1,1
4048,1,1
12867,1,1
8433,1,1
20554,1,1
92,0,0
22295,1,0
1986,0,0
19656,1,1
9817,1,1
26902,1,1
4052,0,0
6355,1,1
3171,0,0
12889,0,0
15640,0,0
29753,0,0
18073,0,0
11314,1,1
18791,1,1
7497,0,1
20210,1,1
17873,1,0
8122,0,0
359,1,1
29409,0,0
16581,0,0
2036,1,0
7019,1,1
2060,1,1
9242,0,0
14667,1,1
25532,1,1
6271,1,1
6624,1,1
22806,1,1
24789,0,0
2129,0,0
21392,1,1
5056,0,0
6120,1,1
7552,0,0
23117,1,1
14970,1,1
4242,0,1
20955,0,0
1743,0,0
20274,1,1
12179,1,1
29343,0,0
16856,1,1
18341,1,1
22442,0,0
24430,0,0
28813,0,0
10821,1,1
360,0,0
28183,0,0
10881,0,0
2500,1,1
24833,1,1
2381,1,1
23554,1,1
9753,0,0
22217,1,1
12080,0,1
8743,1,1
14724,1,1
24294,1,1
14798,0,1
26626,0,0
4813,1,1
18303,1,1
12462,0,0
17240,1,1
4597,1,0
1258,1,1
8244,0,0
7413,1,0
23883,1,1
21140,0,0
20476,0,0
1541,0,0
7352,0,0
2576,1,1
19615,1,1
706,1,1
17559,0,0
16245,0,1
23251,0,0
10671,0,0
10439,0,0
13157,0,0
16304,1,1
26928,0,0
29793,1,1
9734,1,1
29673,1,1
4282,0,0
7501,0,0
4434,1,1
24755,1,1
2803,1,0
8555,1,1
8086,1,1
21089,0,0
6524,0,0
26014,1,1
13503,0,0
9850,1,1
9050,1,1
16114,1,1
14957,1,1
27320,1,1
12731,1,1
4054,1,1
28352,0,0
13740,0,0
27173,1,1
22261,1,1
28942,0,0
928,1,1
6276,1,1
6416,0,0
13938,0,1
10342,1,1
17519,1,1
6696,0,0
25262,1,1
1327,1,1
8631,1,1
5732,0,0
5409,0,1
20518,1,1
23111,1,1
1969,0,0
17083,1,1
3447,0,0
6780,0,0
25418,1,1
9388,1,1
29070,1,1
20560,1,1
5944,1,1
109,0,1
8658,0,0
26250,1,1
23176,0,1
15926,0,0
15491,1,1
10794,1,1
28896,1,1
17104,0,0
7628,1,1
14849,1,1
15353,0,1
21866,1,1
5723,1,1
3960,0,0
6560,1,1
22805,0,0
13386,1,1
29307,1,1
21573,1,1
26461,0,0
16931,1,1
10414,0,0
16158,0,0
21681,1,1
20150,1,1
22751,0,0
21215,0,0
20881,1,1
17341,0,1
9212,1,1
19895,1,1
25729,0,0
29066,1,1
8525,0,0
8394,0,0
10255,1,1
29505,0,1
1356,0,0
15817,0,0
26901,0,1
21506,1,1
22259,0,0
16806,1,1
13926,0,0
27410,0,0
17555,0,0
5584,1,1
14842,1,1
26465,0,0
27403,1,1
4749,1,1
11973,1,1
29237,0,0
29366,0,0
28605,1,1
21136,1,1
25188,1,1
8372,0,0
21725,1,1
7000,1,1
22396,1,1
23343,0,0
17066,1,1
4665,1,1
23936,0,0
19027,0,0
949,1,1
2717,0,0
12699,0,0
356,1,1
9570,0,0
8268,0,0
12148,1,1
24,0,0
25557,0,0
2691,0,0
6791,1,1
10995,0,0
22208,1,1
26651,0,0
743,0,0
22229,0,0
6273,0,0
8648,0,1
22644,0,0
29966,1,1
4655,1,1
19535,0,0
3275,0,0
5736,0,0
7087,1,1
22427,0,0
28928,1,1
5807,0,0
17141,0,0
699,0,0
21290,1,1
7103,0,1
7224,0,0
15799,0,0
29665,0,0
17247,0,0
531,0,0
29000,0,0
23975,0,0
4526,1,1
27818,0,0
17999,1,1
27169,1,1
15934,1,1
24528,0,0
21913,1,1
23467,1,1
1977,0,0
22203,0,1
4586,0,0
12186,0,0
5923,1,0
29545,1,1
11678,1,1
20572,1,1
9826,1,1
7559,0,0
2359,0,0
27717,1,1
27816,0,1
12516,1,1
25069,0,0
22736,1,1
355,0,0
29115,1,1
3886,1,0
5209,0,0
9854,1,1
10576,1,1
2509,0,0
15043,1,1
5053,1,1
9945,1,1
37,1,1
11725,0,0
26199,0,0
16568,1,1
27534,1,1
4904,1,1
802,1,1
16456,0,0
24202,1,0
16778,1,1
6149,1,1
23307,1,0
27463,0,0
15138,1,1
4621,0,0
10967,0,0
16400,0,0
24113,1,1
27846,1,1
19280,1,1
26085,0,0
15500,0,0
21773,1,1
7319,0,0
19955,1,1
20949,0,0
20366,1,1
13579,0,0
14244,1,1
12555,0,0
4135,0,0
11301,1,1
6247,0,0
22499,1,0
22306,0,0
25965,0,0
6054,1,1
5301,1,1
26521,0,0
5967,0,0
156,1,1
3983,0,0
21107,1,1
15800,0,0
25328,0,0
17815,1,1
18122,1,1
7963,0,0
24514,0,0
7108,0,0
9007,1,1
16891,0,0
10806,0,0
22505,0,0
13690,1,1
19065,1,1
2400,0,0
22815,0,0
23738,0,0
2657,1,1
7997,0,1
13736,0,0
2228,1,1
518,1,0
29079,1,1
3239,0,1
13928,0,0
13606,0,0
26483,1,1
15298,0,0
11709,0,0
9962,0,0
1150,0,0
21435,0,0
8581,0,0
2756,1,1
5230,0,1
12363,0,0
16888,0,0
3235,1,1
20519,0,0
19046,1,1
13892,0,1
1019,0,0
22222,0,1
20363,1,1
11699,1,1
22006,1,1
13191,1,1
10024,1,1
24810,1,1
15623,1,1
20524,0,0
5761,1,1
8976,0,0
9620,1,1
27186,0,0
5660,1,1
26416,1,1
29238,1,1
29250,1,1
26727,0,0
304,0,0
15856,1,1
9978,0,0
4861,1,1
10944,0,0
11903,0,1
28049,1,1
25529,1,1
15731,0,0
23166,0,0
13033,0,0
20497,1,1
26110,0,0
15686,1,1
19336,0,0
10479,1,1
16674,1,1
19632,1,1
20046,0,0
7051,1,1
9981,1,1
6858,1,1
24492,0,0
19577,1,1
10470,1,1
11797,1,1
22560,0,0
17216,0,0
7121,0,1
5590,1,1
19362,1,1
25231,1,1
28041,0,0
20690,1,1
12459,1,1
9907,0,0
1433,0,0
21895,0,0
19204,0,1
3999,0,0
25654,1,1
9798,1,1
10188,0,0
774,0,0
9245,1,1
272,0,0
11307,1,1
11714,1,1
8098,1,1
25134,0,0
6787,0,1
2290,1,1
20040,1,1
27959,0,0
18222,0,0
15995,1,1
8925,0,0
6251,1,1
29521,1,1
23720,0,0
18806,0,0
15166,0,0
17329,1,1
13966,0,0
11065,1,1
20084,0,1
19365,1,1
1087,1,1
15525,1,1
4975,0,0
25356,1,1
14312,1,1
13359,0,0
9059,1,1
26569,1,1
9752,1,1
25501,1,1
22961,1,1
14505,0,0
10176,1,1
12869,1,1
918,0,1
20446,1,1
24256,0,0
8469,1,0
24410,1,1
2434,1,1
6970,1,1
20803,0,0
26632,0,0
14616,0,1
21587,0,0
10812,1,1
3021,1,1
27219,1,1
23834,1,1
27762,1,1
3080,1,1
29473,0,0
12168,0,1
13353,0,0
26742,1,1
2917,0,0
20360,0,1
27540,0,0
27563,0,0
22042,0,0
7311,0,0
21464,1,1
14662,1,1
17587,1,1
24738,1,1
4473,0,0
24866,0,0
19210,1,1
11487,0,0
330,0,0
19042,0,0
24624,0,0
29015,1,1
12386,0,0
21705,0,0
21195,1,1
18318,0,1
21916,0,0
29821,0,0
5158,0,0
21232,1,1
20197,1,1
19338,1,1
29815,1,1
17954,1,0
7030,0,1
24875,0,0
20880,1,1
15215,0,0
16927,0,0
17459,1,1
7638,0,0
3314,1,0
7618,1,1
9474,0,0
12554,0,0
8506,1,1
9368,0,0
7426,0,0
29953,1,1
7188,1,1
29117,1,0
4662,0,0
21559,1,1
19122,1,1
22528,0,0
4696,1,1
4843,1,1
4657,1,1
10302,1,1
22363,0,0
3612,0,0
3859,1,1
3909,1,1
16519,0,0
18958,1,1
6703,0,0
10614,0,0
7289,0,0
12531,0,0
25707,0,0
7580,0,0
4790,1,1
4833,1,1
22323,0,0
7957,1,1
21299,0,0
19095,0,0
15182,0,0
14331,1,1
19643,1,1
10577,1,1
7767,0,0
23273,1,1
7751,1,1
14801,1,0
17628,1,1
5354,1,1
3932,0,0
22171,0,1
17439,0,0
14558,1,1
12684,0,0
14486,1,1
7411,1,1
12525,1,1
1639,0,0
3256,1,1
26466,1,1
22909,0,0
13050,1,1
17772,0,0
6910,1,1
114,0,0
27276,0,0
29478,0,0
1659,1,1
9132,0,0
6949,1,1
19276,0,0
25218,1,1
1916,0,0
8121,1,1
811,0,0
29582,1,1
9985,0,0
12232,0,0
25355,1,1
12855,1,1
7900,1,1
18136,0,0
17742,1,0
7585,1,1
13416,1,1
1310,1,1
29428,0,0
3484,1,1
15158,0,0
21738,1,1
19948,0,0
22583,0,0
29641,1,1
19181,0,0
10377,1,1
23832,1,1
7132,0,0
24468,0,0
27528,0,0
3308,0,0
17991,1,1
26895,1,1
6351,0,0
24457,0,0
22192,1,1
20443,1,1
24553,1,1
13384,1,1
28285,0,0
8917,1,1
18180,1,1
9148,1,1
17735,1,1
573,1,1
29727,1,1
19322,1,1
9416,1,1
4973,0,0
10191,1,1
18802,0,0
10356,0,0
21132,1,1
17822,1,1
9706,1,1
16486,0,0
10170,0,0
20498,1,1
22625,0,0
19819,0,0
24252,1,1
17826,0,0
5595,1,1
24018,1,1
4501,1,1
4775,0,0
12850,0,1
17330,0,0
24352,0,0
25986,0,0
27640,1,1
6200,0,1
8138,0,0
28297,0,0
2675,0,0
4875,1,1
2834,1,1
13828,0,0
29629,1,1
13781,0,0
1205,0,0
13964,0,1
15211,1,1
24247,1,1
22875,1,1
29750,1,1
5192,0,0
15270,1,1
21131,1,1
19133,0,0
7815,1,1
14959,0,0
9802,1,1
16652,1,1
8592,0,0
29330,0,0
14863,0,0
21538,0,0
1059,1,1
11104,0,0
2205,0,0
24673,0,0
9766,1,1
2553,0,0
6070,0,0
29568,1,1
15496,0,0
20362,0,1
5958,1,1
11912,0,0
22410,0,0
13381,1,1
26590,0,0
27355,1,1
23098,0,0
19098,1,1
24629,1,1
19119,0,0
29126,1,1
21322,0,0
13019,1,1
26786,1,1
20381,1,1
11466,0,0
25622,0,0
23424,1,1
11768,0,0
2747,1,1
8927,1,1
2191,0,0
12895,1,1
23235,0,0
22628,1,0
22825,1,1
12458,0,0
13805,0,0
19594,0,0
10992,1,1
1549,0,0
15823,1,1
25724,0,0
18515,1,1
5163,1,1
647,0,0
10843,0,0
22457,1,1
6767,1,1
18469,0,0
7693,0,0
6647,0,0
2366,0,0
3709,0,0
842,1,1
21032,1,1
5568,1,1
12151,1,1
9565,1,1
25039,0,0
9877,1,1
13267,0,0
25526,0,0
21242,1,1
13385,0,0
19228,0,0
2846,0,0
27609,1,1
11621,0,0
8522,1,1
6156,0,0
6929,1,1
6459,1,1
20639,1,1
19624,1,1
14536,1,1
29239,0,1
28700,1,1
28372,0,0
12184,0,0
26176,0,0
29728,1,1
28626,1,1
2667,0,1
23640,1,1
15048,0,0
2884,0,0
22095,1,1
1207,0,0
12307,0,0
3139,0,1
13410,0,0
26685,0,0
9100,1,1
12453,0,0
5092,1,1
3979,1,1
9181,1,0
1505,1,1
20740,0,0
13051,1,0
631,1,1
20667,0,1
27778,0,0
15811,0,0
27466,0,0
29405,0,0
13417,1,1
17060,1,1
16173,1,1
29472,1,1
25511,0,0
20514,1,1
15486,1,1
5449,1,1
8083,0,0
13170,1,1
28669,1,1
15499,1,1
1021,0,0
6914,0,0
23230,1,1
17584,1,1
16096,0,1
26087,0,0
23915,0,0
19711,0,0
8289,1,1
29911,1,1
9635,0,1
17746,0,0
1948,1,1
22003,0,0
3059,1,1
20014,1,1
2076,1,1
22027,0,1
23194,1,1
6174,1,1
2021,1,1
13727,0,0
9067,1,1
21783,1,1
16413,0,0
26345,1,1
18684,1,1
25832,1,1
498,1,1
23984,0,0
29689,0,0
20612,1,1
27695,1,1
28416,1,1
16479,1,1
8829,0,0
29319,1,1
9061,1,1
7809,1,1
3624,1,1
23068,1,1
1556,1,0
3519,1,1
14011,1,1
23560,1,1
25981,1,1
28652,1,1
10633,1,1
13391,1,1
16065,0,0
24481,1,1
14895,1,1
5430,0,0
17802,1,1
6472,1,1
29650,1,1
27558,0,0
25024,1,1
11805,0,0
17573,1,1
26675,1,1
7111,0,0
23727,0,0
23986,1,1
27017,1,1
29412,0,0
22696,0,0
23654,1,1
28359,0,0
8935,1,1
639,1,1
22007,1,1
19636,0,0
14657,0,0
2154,0,0
8272,1,1
4986,0,0
9054,1,1
4853,1,1
24734,1,1
11468,0,0
4636,0,0
4056,1,1
